217,2.3566342686654585E-4,they,the
218,2.3566342686654585E-4,the,side
219,2.3566342686654585E-4,on,and
220,2.345194296487471E-4,just,the
221,2.345194296487471E-4,it,good
222,2.3337543243094833E-4,ve,had
223,2.3337543243094833E-4,was,it
224,2.3223143521314957E-4,and,t
225,2.3223143521314957E-4,the,s
226,2.3108743799535078E-4,you,the
227,2.3108743799535078E-4,the,so
228,2.2994344077755202E-4,the,you
229,2.2994344077755202E-4,our,and
230,2.2879944355975326E-4,i,there
231,2.2879944355975326E-4,will,be
232,2.276554463419545E-4,as,the
233,2.276554463419545E-4,it,veri
234,2.276554463419545E-4,a,but
235,2.276554463419545E-4,for,to
236,2.2651144912415574E-4,that,a
237,2.2651144912415574E-4,it,so
238,2.2536745190635695E-4,bun,hue
239,2.242234546885582E-4,definit,back
240,2.242234546885582E-4,the,salad
241,2.2193546025296067E-4,of,restaur
242,2.2193546025296067E-4,to,up
243,2.207914630351619E-4,the,had
244,2.1964746581736312E-4,NUM,to
245,2.1964746581736312E-4,which,a
246,2.1964746581736312E-4,restaur,the
247,2.1850346859956436E-4,s,to
248,2.173594713817656E-4,back,the
249,2.173594713817656E-4,my,order
250,2.1621547416396684E-4,they,to
251,2.1621547416396684E-4,you,get
252,2.1621547416396684E-4,don,know
253,2.1507147694616805E-4,food,good
254,2.1507147694616805E-4,i,order
255,2.1507147694616805E-4,great,the
256,2.139274797283693E-4,t,a
257,2.139274797283693E-4,and,on
258,2.1278348251057053E-4,are,the
259,2.1278348251057053E-4,also,a
260,2.1278348251057053E-4,a,with
261,2.1163948529277177E-4,the,place
262,2.10495488074973E-4,at,NUM
263,2.10495488074973E-4,so,the
264,2.0820749363937546E-4,was,we
265,2.070634964215767E-4,to,on
266,2.0591949920377794E-4,and,but
267,2.0591949920377794E-4,the,as
268,2.0591949920377794E-4,of,to
269,2.0477550198597918E-4,is,great
270,2.0477550198597918E-4,the,or
271,2.036315047681804E-4,great,to
272,2.036315047681804E-4,with,of
273,2.0248750755038163E-4,and,that
274,2.001995131147841E-4,was,NUM
275,2.001995131147841E-4,my,to
276,1.9905551589698533E-4,the,thai
277,1.9905551589698533E-4,one,my
278,1.9791151867918657E-4,was,for
279,1.967675214613878E-4,my,s
280,1.967675214613878E-4,was,in
281,1.9562352424358904E-4,it,and
282,1.9562352424358904E-4,the,menu
283,1.9447952702579028E-4,but,i
284,1.9447952702579028E-4,i,get
285,1.9447952702579028E-4,to,here
286,1.9447952702579028E-4,this,and
287,1.933355298079915E-4,friend,the
288,1.933355298079915E-4,of,place
289,1.933355298079915E-4,at,tabl
290,1.933355298079915E-4,is,for
291,1.9219153259019274E-4,and,not
292,1.9219153259019274E-4,there,no
293,1.9219153259019274E-4,we,there
294,1.9104753537239398E-4,s,and
295,1.8990353815459521E-4,and,my
296,1.8990353815459521E-4,me,i
297,1.8990353815459521E-4,have,to
298,1.8990353815459521E-4,i,they
299,1.8990353815459521E-4,of,but
300,1.8761554371899767E-4,the,sauc
301,1.8761554371899767E-4,the,chicken
302,1.8761554371899767E-4,to,tabl
303,1.864715465011989E-4,a,restaur
304,1.8532754928340015E-4,is,it
305,1.8532754928340015E-4,friend,i
306,1.8418355206560139E-4,a,more
307,1.8418355206560139E-4,food,i
308,1.830395548478026E-4,be,the
309,1.830395548478026E-4,just,t
310,1.830395548478026E-4,to,place
311,1.830395548478026E-4,time,the
312,1.8189555763000384E-4,of,in
313,1.8075156041220508E-4,was,on
314,1.7960756319440632E-4,realli,and
315,1.7960756319440632E-4,the,area
316,1.7960756319440632E-4,to,at
317,1.7846356597660756E-4,and,you
318,1.7731956875880877E-4,were,good
319,1.7731956875880877E-4,the,a
320,1.7731956875880877E-4,a,at
321,1.7731956875880877E-4,love,place
322,1.7617557154101E-4,to,NUM
323,1.7617557154101E-4,we,our
324,1.7617557154101E-4,on,the
325,1.7503157432321125E-4,but,is
326,1.7503157432321125E-4,the,came
327,1.7503157432321125E-4,food,a
328,1.7503157432321125E-4,it,pretti
329,1.738875771054125E-4,a,it
330,1.738875771054125E-4,so,that
331,1.738875771054125E-4,veri,the
332,1.7159958266981494E-4,the,has
333,1.7045558545201618E-4,that,i
334,1.7045558545201618E-4,not,i
335,1.7045558545201618E-4,the,dish
336,1.7045558545201618E-4,was,nice
337,1.6931158823421742E-4,veri,i
338,1.6931158823421742E-4,to,some
339,1.6931158823421742E-4,have,a
340,1.6816759101641866E-4,have,the
341,1.6816759101641866E-4,look,a
342,1.6816759101641866E-4,their,and
343,1.6816759101641866E-4,i,with
344,1.6816759101641866E-4,order,the
345,1.6702359379861987E-4,i,up
346,1.6702359379861987E-4,it,with
347,1.658795965808211E-4,realli,to
348,1.658795965808211E-4,we,had
349,1.658795965808211E-4,was,bit
350,1.658795965808211E-4,this,has
351,1.6473559936302235E-4,on,side
352,1.6473559936302235E-4,are,to
353,1.6473559936302235E-4,a,meal
354,1.6473559936302235E-4,the,servic
355,1.6473559936302235E-4,my,the
356,1.6473559936302235E-4,that,is
357,1.635916021452236E-4,of,that
358,1.635916021452236E-4,look,the
359,1.635916021452236E-4,it,realli
360,1.6244760492742483E-4,not,a
361,1.6244760492742483E-4,was,my
362,1.6244760492742483E-4,it,in
363,1.6130360770962604E-4,best,i
364,1.6130360770962604E-4,can,a
365,1.6130360770962604E-4,m,to
366,1.6015961049182728E-4,i,so
367,1.6015961049182728E-4,servic,great
368,1.5901561327402852E-4,and,price
369,1.5901561327402852E-4,and,NUM
370,1.5901561327402852E-4,i,realli
371,1.5901561327402852E-4,of,we
372,1.5901561327402852E-4,well,the
373,1.5901561327402852E-4,me,the
374,1.5901561327402852E-4,go,and
375,1.5901561327402852E-4,that,have
376,1.5787161605622976E-4,flavor,the
377,1.5787161605622976E-4,of,NUM
378,1.56727618838431E-4,s,i
379,1.56727618838431E-4,food,servic
380,1.56727618838431E-4,to,but
381,1.56727618838431E-4,a,NUM
382,1.56727618838431E-4,it,my
383,1.56727618838431E-4,it,NUM
384,1.56727618838431E-4,the,pizza
385,1.56727618838431E-4,i,give
386,1.555836216206322E-4,i,love
387,1.555836216206322E-4,food,great
388,1.555836216206322E-4,with,the
389,1.5443962440283345E-4,place,i
390,1.5443962440283345E-4,next,i
391,1.5443962440283345E-4,to,them
392,1.5443962440283345E-4,will,back
393,1.532956271850347E-4,the,one
394,1.532956271850347E-4,of,it
395,1.532956271850347E-4,good,to
396,1.532956271850347E-4,this,my
397,1.5215162996723593E-4,they,not
398,1.5215162996723593E-4,in,a
399,1.5215162996723593E-4,t,i
400,1.5215162996723593E-4,is,best
401,1.5215162996723593E-4,and,they
402,1.5215162996723593E-4,it,me
403,1.5215162996723593E-4,for,it
404,1.5100763274943714E-4,and,can
405,1.5100763274943714E-4,onli,i
406,1.5100763274943714E-4,star,the
407,1.5100763274943714E-4,i,come
408,1.5100763274943714E-4,just,to
409,1.5100763274943714E-4,come,for
410,1.5100763274943714E-4,ve,to
411,1.5100763274943714E-4,i,was
412,1.5100763274943714E-4,the,look
413,1.5100763274943714E-4,to,your
414,1.4986363553163838E-4,a,experi
415,1.4986363553163838E-4,the,food
416,1.4986363553163838E-4,was,as
417,1.4986363553163838E-4,of,for
418,1.4986363553163838E-4,go,for
419,1.4986363553163838E-4,was,veri
420,1.4986363553163838E-4,can,wait
421,1.4871963831383962E-4,they,it
422,1.4871963831383962E-4,you,not
423,1.4871963831383962E-4,t,that
424,1.4871963831383962E-4,you,it
425,1.4871963831383962E-4,i,eat
426,1.4871963831383962E-4,good,of
427,1.4871963831383962E-4,not,it
428,1.4757564109604086E-4,i,at
429,1.4757564109604086E-4,we,it
430,1.4757564109604086E-4,even,the
431,1.4757564109604086E-4,were,but
432,1.4757564109604086E-4,right,the
433,1.464316438782421E-4,but,it
434,1.464316438782421E-4,here,i
435,1.464316438782421E-4,we,order
436,1.464316438782421E-4,it,was
437,1.464316438782421E-4,and,place
438,1.452876466604433E-4,with,friend
439,1.452876466604433E-4,of,on
440,1.452876466604433E-4,of,favorit
441,1.452876466604433E-4,be,i
442,1.452876466604433E-4,was,too
443,1.4414364944264455E-4,the,my
444,1.4414364944264455E-4,the,from
445,1.4414364944264455E-4,about,place
446,1.4414364944264455E-4,it,all
447,1.4414364944264455E-4,my,of
448,1.429996522248458E-4,but,food
449,1.429996522248458E-4,the,who
450,1.429996522248458E-4,more,a
451,1.429996522248458E-4,first,i
452,1.429996522248458E-4,had,the
453,1.4185565500704703E-4,be,and
454,1.4185565500704703E-4,i,their
455,1.4185565500704703E-4,to,we
456,1.4185565500704703E-4,at,and
457,1.4185565500704703E-4,so,was
458,1.4071165778924824E-4,in,it
459,1.4071165778924824E-4,i,enjoy
460,1.4071165778924824E-4,and,will
461,1.4071165778924824E-4,been,to
462,1.4071165778924824E-4,my,is
463,1.3956766057144948E-4,the,if
464,1.3956766057144948E-4,great,for
465,1.3956766057144948E-4,would,to
466,1.3956766057144948E-4,so,to
467,1.3956766057144948E-4,becaus,was
468,1.3956766057144948E-4,the,there
469,1.3842366335365072E-4,to,their
470,1.3842366335365072E-4,we,for
471,1.3842366335365072E-4,to,us
472,1.3842366335365072E-4,their,is
473,1.3842366335365072E-4,was,friend
474,1.3727966613585196E-4,and,like
475,1.3727966613585196E-4,that,t
476,1.3727966613585196E-4,a,we
477,1.3727966613585196E-4,i,want
478,1.361356689180532E-4,they,out
479,1.361356689180532E-4,t,what
480,1.361356689180532E-4,and,some
481,1.361356689180532E-4,not,but
482,1.3499167170025441E-4,some,and
483,1.3499167170025441E-4,with,food
484,1.3499167170025441E-4,like,the
485,1.3499167170025441E-4,for,but
486,1.3499167170025441E-4,we,here
487,1.3499167170025441E-4,in,to
488,1.3499167170025441E-4,the,this
489,1.3499167170025441E-4,but,you
490,1.3499167170025441E-4,you,have
491,1.3499167170025441E-4,get,the
492,1.3499167170025441E-4,in,restaur
493,1.3499167170025441E-4,went,the
494,1.3384767448245565E-4,i,on
495,1.3384767448245565E-4,you,for
496,1.3384767448245565E-4,tabl,the
497,1.3384767448245565E-4,food,is
498,1.3384767448245565E-4,so,can
499,1.327036772646569E-4,and,love
500,1.327036772646569E-4,i,just
501,1.327036772646569E-4,come,to
502,1.327036772646569E-4,was,great
503,1.327036772646569E-4,and,order
504,1.327036772646569E-4,are,for
505,1.327036772646569E-4,NUM,it
506,1.327036772646569E-4,a,burger
507,1.327036772646569E-4,to,me
508,1.327036772646569E-4,good,it
509,1.327036772646569E-4,this,to
510,1.3155968004685813E-4,time,i
511,1.3155968004685813E-4,and,this
512,1.3155968004685813E-4,a,bit
513,1.3041568282905937E-4,go,a
514,1.3041568282905937E-4,that,s
515,1.3041568282905937E-4,the,tast
516,1.3041568282905937E-4,came,to
517,1.3041568282905937E-4,for,we
518,1.3041568282905937E-4,this,it
519,1.2927168561126058E-4,and,our
520,1.2927168561126058E-4,and,good
521,1.2927168561126058E-4,we,not
522,1.2927168561126058E-4,have,had
523,1.2812768839346182E-4,the,part
524,1.2812768839346182E-4,be,for
525,1.2812768839346182E-4,and,just
526,1.2812768839346182E-4,but,t
527,1.2812768839346182E-4,to,you
528,1.2812768839346182E-4,are,good
529,1.2812768839346182E-4,for,price
530,1.2812768839346182E-4,too,for
531,1.2812768839346182E-4,that,to
532,1.2698369117566306E-4,in,for
533,1.2698369117566306E-4,dish,the
534,1.2698369117566306E-4,most,the
535,1.2698369117566306E-4,to,there
536,1.2698369117566306E-4,and,us
537,1.2698369117566306E-4,the,special
538,1.2698369117566306E-4,were,of
539,1.2698369117566306E-4,were,a
540,1.2698369117566306E-4,at,the
541,1.258396939578643E-4,you,eat
542,1.258396939578643E-4,is,they
543,1.258396939578643E-4,didn,have
544,1.258396939578643E-4,a,too
545,1.258396939578643E-4,you,look
546,1.258396939578643E-4,was,that
547,1.258396939578643E-4,seem,be
548,1.258396939578643E-4,our,to
549,1.2469569674006552E-4,servic,good
550,1.2469569674006552E-4,in,citi
551,1.2469569674006552E-4,and,veri
552,1.2469569674006552E-4,to,food
553,1.2469569674006552E-4,with,i
554,1.2469569674006552E-4,best,in
555,1.2469569674006552E-4,that,not
556,1.2355169952226675E-4,of,dish
557,1.2355169952226675E-4,food,and
558,1.2355169952226675E-4,with,sauc
559,1.22407702304468E-4,just,i
560,1.22407702304468E-4,favorit,the
561,1.22407702304468E-4,pretti,and
562,1.22407702304468E-4,is,with
563,1.22407702304468E-4,your,and
564,1.22407702304468E-4,that,had
565,1.2126370508666923E-4,don,think
566,1.2126370508666923E-4,and,would
567,1.2126370508666923E-4,sit,the
568,1.2126370508666923E-4,in,wall
569,1.2126370508666923E-4,walk,the
570,1.2126370508666923E-4,at,i
571,1.2126370508666923E-4,or,the
572,1.2011970786887046E-4,last,i
573,1.2011970786887046E-4,and,m
574,1.2011970786887046E-4,and,at
575,1.2011970786887046E-4,place,go
576,1.2011970786887046E-4,on,i
577,1.2011970786887046E-4,everi,i
578,1.2011970786887046E-4,i,sure
579,1.2011970786887046E-4,want,tri
580,1.2011970786887046E-4,go,to
581,1.2011970786887046E-4,that,can
582,1.189757106510717E-4,food,was
583,1.189757106510717E-4,as,i
584,1.189757106510717E-4,on,of
585,1.189757106510717E-4,was,perfect
586,1.189757106510717E-4,thought,was
587,1.189757106510717E-4,and,friend
588,1.189757106510717E-4,a,dish
589,1.1783171343327293E-4,the,fri
590,1.1783171343327293E-4,m,sure
591,1.1783171343327293E-4,us,the
592,1.1783171343327293E-4,NUM,on
593,1.1783171343327293E-4,of,with
594,1.1783171343327293E-4,the,wasn
595,1.1783171343327293E-4,was,so
596,1.1783171343327293E-4,is,in
597,1.1783171343327293E-4,the,staff
598,1.1783171343327293E-4,more,than
599,1.1783171343327293E-4,the,restaur
600,1.1783171343327293E-4,won,be
601,1.1783171343327293E-4,that,it
602,1.1783171343327293E-4,were,with
603,1.1668771621547416E-4,the,itself
604,1.1668771621547416E-4,look,to
605,1.1668771621547416E-4,but,were
606,1.1668771621547416E-4,it,great
607,1.1668771621547416E-4,and,so
608,1.1668771621547416E-4,and,as
609,1.1668771621547416E-4,s,of
610,1.1668771621547416E-4,to,if
611,1.1668771621547416E-4,too,and
612,1.1668771621547416E-4,realli,i
613,1.1668771621547416E-4,the,chees
614,1.1668771621547416E-4,all,can
615,1.1554371899767539E-4,and,all
616,1.1554371899767539E-4,the,day
617,1.1554371899767539E-4,m,a
618,1.1554371899767539E-4,tast,the
619,1.1554371899767539E-4,realli,it
620,1.1554371899767539E-4,serv,a
621,1.1554371899767539E-4,sauc,the
622,1.1554371899767539E-4,mac,chees
623,1.1554371899767539E-4,come,the
624,1.1554371899767539E-4,were,i
625,1.1554371899767539E-4,i,you
626,1.1554371899767539E-4,veri,with
627,1.1554371899767539E-4,all,all
628,1.1554371899767539E-4,my,for
629,1.1439972177987663E-4,a,dinner
630,1.1439972177987663E-4,out,a
631,1.1439972177987663E-4,restaur,a
632,1.1439972177987663E-4,would,the
633,1.1439972177987663E-4,good,food
634,1.1439972177987663E-4,so,you
635,1.1325572456207787E-4,it,delici
636,1.1325572456207787E-4,and,one
637,1.1325572456207787E-4,husband,i
638,1.1325572456207787E-4,more,the
639,1.1325572456207787E-4,servic,the
640,1.1325572456207787E-4,we,up
641,1.1325572456207787E-4,we,at
642,1.1325572456207787E-4,i,onli
643,1.1325572456207787E-4,you,be
644,1.1325572456207787E-4,a,day
645,1.1325572456207787E-4,it,out
646,1.1325572456207787E-4,this,not
647,1.1325572456207787E-4,so,it
648,1.121117273442791E-4,on,tabl
649,1.121117273442791E-4,to,more
650,1.121117273442791E-4,to,about
651,1.121117273442791E-4,their,are
652,1.121117273442791E-4,NUM,was
653,1.121117273442791E-4,if,were
654,1.121117273442791E-4,had,a
655,1.121117273442791E-4,s,good
656,1.121117273442791E-4,becaus,the
657,1.1096773012648034E-4,a,good
658,1.1096773012648034E-4,came,a
659,1.1096773012648034E-4,NUM,in
660,1.1096773012648034E-4,get,and
661,1.1096773012648034E-4,have,in
662,1.1096773012648034E-4,i,back
663,1.1096773012648034E-4,you,go
664,1.1096773012648034E-4,s,it
665,1.1096773012648034E-4,ve,in
666,1.1096773012648034E-4,good,not
667,1.1096773012648034E-4,drink,the
668,1.1096773012648034E-4,came,the
669,1.1096773012648034E-4,have,say
670,1.0982373290868156E-4,in,back
671,1.0982373290868156E-4,a,fan
672,1.0982373290868156E-4,time,was
673,1.0982373290868156E-4,chicken,and
674,1.0982373290868156E-4,hole,the
675,1.0982373290868156E-4,good,was
676,1.0982373290868156E-4,up,a
677,1.086797356908828E-4,if,s
678,1.086797356908828E-4,NUM,we
679,1.086797356908828E-4,we,be
680,1.086797356908828E-4,but,a
681,1.086797356908828E-4,was,at
682,1.086797356908828E-4,i,and
683,1.086797356908828E-4,qualiti,the
684,1.086797356908828E-4,is,place
685,1.086797356908828E-4,to,from
686,1.086797356908828E-4,a,star
687,1.086797356908828E-4,for,of
688,1.0753573847308403E-4,and,out
689,1.0753573847308403E-4,it,that
690,1.0753573847308403E-4,t,but
691,1.0753573847308403E-4,like,was
692,1.0753573847308403E-4,other,that
693,1.0753573847308403E-4,i,alway
694,1.0753573847308403E-4,and,sauc
695,1.0753573847308403E-4,we,on
696,1.0753573847308403E-4,was,by
697,1.0753573847308403E-4,that,with
698,1.0753573847308403E-4,and,there
699,1.0753573847308403E-4,great,i
700,1.0753573847308403E-4,of,meal
701,1.0753573847308403E-4,super,and
702,1.0639174125528527E-4,t,for
703,1.0639174125528527E-4,burger,the
704,1.0639174125528527E-4,be,back
705,1.0639174125528527E-4,to,s
706,1.052477440374865E-4,in,but
707,1.052477440374865E-4,the,not
708,1.052477440374865E-4,just,a
709,1.052477440374865E-4,fri,and
710,1.052477440374865E-4,but,can
711,1.052477440374865E-4,it,have
712,1.052477440374865E-4,seat,the
713,1.052477440374865E-4,the,when
714,1.052477440374865E-4,for,tabl
715,1.052477440374865E-4,is,on
716,1.052477440374865E-4,a,so
717,1.052477440374865E-4,just,it
718,1.052477440374865E-4,to,they
719,1.052477440374865E-4,some,of
720,1.052477440374865E-4,so,s
721,1.0410374681968773E-4,but,not
722,1.0410374681968773E-4,delici,the
723,1.0410374681968773E-4,you,your
724,1.0410374681968773E-4,NUM,but
725,1.0410374681968773E-4,i,NUM
726,1.0410374681968773E-4,was,first
727,1.0410374681968773E-4,veri,to
728,1.0410374681968773E-4,so,we
729,1.0295974960188897E-4,and,realli
730,1.0295974960188897E-4,we,seat
731,1.0295974960188897E-4,not,and
732,1.0295974960188897E-4,one,i
733,1.018157523840902E-4,more,and
734,1.018157523840902E-4,for,you
735,1.018157523840902E-4,NUM,is
736,1.018157523840902E-4,can,the
737,1.018157523840902E-4,that,were
738,1.018157523840902E-4,the,just
739,1.018157523840902E-4,tri,place
740,1.018157523840902E-4,was,not
741,1.018157523840902E-4,food,it
742,1.018157523840902E-4,even,i
743,1.018157523840902E-4,is,NUM
744,1.0067175516629144E-4,in,NUM
745,1.0067175516629144E-4,for,a
746,1.0067175516629144E-4,not,good
747,1.0067175516629144E-4,but,to
748,1.0067175516629144E-4,make,a
749,1.0067175516629144E-4,to,restaur
750,1.0067175516629144E-4,big,of
751,1.0067175516629144E-4,ve,here
752,1.0067175516629144E-4,order,i
753,1.0067175516629144E-4,recommend,place
754,1.0067175516629144E-4,pretti,i
755,1.0067175516629144E-4,the,curri
756,1.0067175516629144E-4,come,and
757,1.0067175516629144E-4,to,so
758,1.0067175516629144E-4,there,the
759,1.0067175516629144E-4,peggi,s
760,9.952775794849266E-5,t,ani
761,9.952775794849266E-5,they,all
762,9.952775794849266E-5,the,beo
763,9.952775794849266E-5,they,you
764,9.952775794849266E-5,we,have
765,9.952775794849266E-5,you,you
766,9.952775794849266E-5,thai,in
767,9.952775794849266E-5,went,a
768,9.952775794849266E-5,littl,of
769,9.952775794849266E-5,sat,the
770,9.952775794849266E-5,place,it
771,9.952775794849266E-5,away,the
772,9.952775794849266E-5,the,pasta
773,9.952775794849266E-5,it,on
774,9.952775794849266E-5,re,to
775,9.952775794849266E-5,becaus,s
776,9.952775794849266E-5,that,and
777,9.952775794849266E-5,my,got
778,9.952775794849266E-5,was,delici
779,9.83837607306939E-5,was,disappoint
780,9.83837607306939E-5,NUM,star
781,9.83837607306939E-5,on,saturday
782,9.83837607306939E-5,onli,is
783,9.83837607306939E-5,fresh,and
